protein_id	source	ncbi_taxid	genus	species	strain_or_gene	assembly	description	source_accession
Obelisk_000488_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000488_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=gut metagenome | notes=.	SRR8048115
Obelisk_000488_000001_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000488_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=gut metagenome | notes=.	SRR8048115
Obelisk_000488_000001_000002_1	OBELISK	32644	NA	NA	.	Obelisk_000488_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=gut metagenome | notes=.	SRR8048116
Obelisk_000488_000001_000002_2	OBELISK	32644	NA	NA	.	Obelisk_000488_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=gut metagenome | notes=.	SRR8048116
Obelisk_000488_000001_000003_1	OBELISK	32644	NA	NA	.	Obelisk_000488_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=gut metagenome | notes=.	SRR8048122
Obelisk_000488_000001_000003_2	OBELISK	32644	NA	NA	.	Obelisk_000488_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=gut metagenome | notes=.	SRR8048122
Obelisk_000488_000001_000004_1	OBELISK	32644	NA	NA	.	Obelisk_000488_000001_000004	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=activated sludge metagenome | notes=.	SRR5466338
Obelisk_000488_000001_000004_2	OBELISK	32644	NA	NA	.	Obelisk_000488_000001_000004	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=activated sludge metagenome | notes=.	SRR5466338
Obelisk_000488_000001_000005_1	OBELISK	32644	NA	NA	.	Obelisk_000488_000001_000005	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=activated sludge metagenome | notes=.	SRR5466364
Obelisk_000488_000001_000005_2	OBELISK	32644	NA	NA	.	Obelisk_000488_000001_000005	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=activated sludge metagenome | notes=.	SRR5466364
Obelisk_000488_000001_000006_1	OBELISK	32644	NA	NA	.	Obelisk_000488_000001_000006	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=activated sludge metagenome | notes=.	SRR5466366
Obelisk_000488_000001_000006_2	OBELISK	32644	NA	NA	.	Obelisk_000488_000001_000006	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=activated sludge metagenome | notes=.	SRR5466366
Obelisk_000488_000001_000007_1	OBELISK	32644	NA	NA	.	Obelisk_000488_000001_000007	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=activated sludge metagenome | notes=.	SRR5466369
Obelisk_000488_000001_000007_2	OBELISK	32644	NA	NA	.	Obelisk_000488_000001_000007	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=activated sludge metagenome | notes=.	SRR5466369
Obelisk_000488_000001_000008_1	OBELISK	32644	NA	NA	.	Obelisk_000488_000001_000008	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=activated sludge metagenome | notes=.	SRR5466728
Obelisk_000488_000001_000008_2	OBELISK	32644	NA	NA	.	Obelisk_000488_000001_000008	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=activated sludge metagenome | notes=.	SRR5466728
Obelisk_000488_000001_000009_1	OBELISK	32644	NA	NA	.	Obelisk_000488_000001_000009	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=activated sludge metagenome | notes=.	SRR5467090
Obelisk_000488_000001_000009_2	OBELISK	32644	NA	NA	.	Obelisk_000488_000001_000009	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=activated sludge metagenome | notes=.	SRR5467090
Obelisk_000488_000001_000010_1	OBELISK	32644	NA	NA	.	Obelisk_000488_000001_000010	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=activated sludge metagenome | notes=.	SRR5467091
Obelisk_000488_000001_000010_2	OBELISK	32644	NA	NA	.	Obelisk_000488_000001_000010	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=activated sludge metagenome | notes=.	SRR5467091
Obelisk_000488_000001_000011_1	OBELISK	32644	NA	NA	.	Obelisk_000488_000001_000011	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=activated sludge metagenome | notes=.	SRR6049586
Obelisk_000488_000001_000011_2	OBELISK	32644	NA	NA	.	Obelisk_000488_000001_000011	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=activated sludge metagenome | notes=.	SRR6049586
Obelisk_000488_000001_000012_1	OBELISK	32644	NA	NA	.	Obelisk_000488_000001_000012	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=activated sludge metagenome | notes=.	SRR6253161
Obelisk_000488_000001_000012_2	OBELISK	32644	NA	NA	.	Obelisk_000488_000001_000012	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=activated sludge metagenome | notes=.	SRR6253161
Obelisk_000488_000001_000013_1	OBELISK	32644	NA	NA	.	Obelisk_000488_000001_000013	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=gut metagenome | notes=.	SRR8048119
Obelisk_000488_000001_000013_2	OBELISK	32644	NA	NA	.	Obelisk_000488_000001_000013	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=gut metagenome | notes=.	SRR8048119
Obelisk_000488_000001_000014_1	OBELISK	32644	NA	NA	.	Obelisk_000488_000001_000014	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=gut metagenome | notes=.	SRR8048121
Obelisk_000488_000001_000014_2	OBELISK	32644	NA	NA	.	Obelisk_000488_000001_000014	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=gut metagenome | notes=.	SRR8048121
Obelisk_000488_000001_000015_1	OBELISK	32644	NA	NA	.	Obelisk_000488_000001_000015	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Pygoscelis antarcticus | notes=.	SRR10695051
Obelisk_000488_000001_000015_2	OBELISK	32644	NA	NA	.	Obelisk_000488_000001_000015	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Pygoscelis antarcticus | notes=.	SRR10695051
Obelisk_000488_000001_000016_1	OBELISK	32644	NA	NA	.	Obelisk_000488_000001_000016	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Pygoscelis adeliae | notes=.	SRR10695049
Obelisk_000488_000001_000016_2	OBELISK	32644	NA	NA	.	Obelisk_000488_000001_000016	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Pygoscelis adeliae | notes=.	SRR10695049
Obelisk_000488_000001_000017_1	OBELISK	32644	NA	NA	.	Obelisk_000488_000001_000017	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Pygoscelis adeliae | notes=.	SRR10695050
Obelisk_000488_000001_000017_2	OBELISK	32644	NA	NA	.	Obelisk_000488_000001_000017	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Pygoscelis adeliae | notes=.	SRR10695050
Obelisk_000489_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000489_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=gut metagenome | notes=.	SRR8580849
Obelisk_000489_000001_000002_1	OBELISK	32644	NA	NA	.	Obelisk_000489_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Bos indicus x Bos taurus | notes=.	ERR747929
Obelisk_000489_000001_000003_1	OBELISK	32644	NA	NA	.	Obelisk_000489_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=sheep gut metagenome | notes=.	SRR12118747
Obelisk_000489_000001_000004_1	OBELISK	32644	NA	NA	.	Obelisk_000489_000001_000004	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=gut metagenome | notes=.	SRR8580846
Obelisk_000489_000001_000005_1	OBELISK	32644	NA	NA	.	Obelisk_000489_000001_000005	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=gut metagenome | notes=.	SRR8580847
Obelisk_000489_000001_000006_1	OBELISK	32644	NA	NA	.	Obelisk_000489_000001_000006	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=gut metagenome | notes=.	SRR8580848
Obelisk_000490_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000490_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR11059936
Obelisk_000490_000001_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000490_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR11059936
Obelisk_000490_000001_000002_1	OBELISK	32644	NA	NA	.	Obelisk_000490_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR11059937
Obelisk_000490_000001_000002_2	OBELISK	32644	NA	NA	.	Obelisk_000490_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR11059937
Obelisk_000490_000001_000003_1	OBELISK	32644	NA	NA	.	Obelisk_000490_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR7690870
Obelisk_000490_000001_000003_2	OBELISK	32644	NA	NA	.	Obelisk_000490_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR7690870
Obelisk_000490_000001_000004_1	OBELISK	32644	NA	NA	.	Obelisk_000490_000001_000004	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR7971121
Obelisk_000490_000001_000004_2	OBELISK	32644	NA	NA	.	Obelisk_000490_000001_000004	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR7971121
Obelisk_000491_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000491_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR12681655
Obelisk_000491_000001_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000491_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR12681655
Obelisk_000491_000001_000002_1	OBELISK	32644	NA	NA	.	Obelisk_000491_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR12681662
Obelisk_000491_000001_000002_2	OBELISK	32644	NA	NA	.	Obelisk_000491_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR12681662
Obelisk_000492_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000492_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR12980221
Obelisk_000493_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000493_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=sludge metagenome | notes=.	SRR6928338
Obelisk_000493_000001_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000493_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=sludge metagenome | notes=.	SRR6928338
Obelisk_000494_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000494_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR9035354
Obelisk_000494_000001_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000494_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR9035354
Obelisk_000494_000001_000001_3	OBELISK	32644	NA	NA	.	Obelisk_000494_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR9035354
Obelisk_000494_000001_000002_1	OBELISK	32644	NA	NA	.	Obelisk_000494_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR9035362
Obelisk_000494_000001_000002_2	OBELISK	32644	NA	NA	.	Obelisk_000494_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR9035362
Obelisk_000494_000001_000002_3	OBELISK	32644	NA	NA	.	Obelisk_000494_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR9035362
Obelisk_000494_000001_000003_1	OBELISK	32644	NA	NA	.	Obelisk_000494_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR9035365
Obelisk_000494_000001_000003_2	OBELISK	32644	NA	NA	.	Obelisk_000494_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR9035365
Obelisk_000494_000001_000003_3	OBELISK	32644	NA	NA	.	Obelisk_000494_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR9035365
Obelisk_000494_000001_000004_1	OBELISK	32644	NA	NA	.	Obelisk_000494_000001_000004	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR9035366
Obelisk_000494_000001_000004_2	OBELISK	32644	NA	NA	.	Obelisk_000494_000001_000004	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR9035366
Obelisk_000494_000002_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000494_000002_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=gut metagenome | notes=.	SRR1138702
Obelisk_000494_000002_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000494_000002_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=gut metagenome | notes=.	SRR1138702
Obelisk_000494_000002_000001_3	OBELISK	32644	NA	NA	.	Obelisk_000494_000002_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=gut metagenome | notes=.	SRR1138702
Obelisk_000494_000002_000002_1	OBELISK	32644	NA	NA	.	Obelisk_000494_000002_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR9035362
Obelisk_000494_000002_000002_2	OBELISK	32644	NA	NA	.	Obelisk_000494_000002_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR9035362
Obelisk_000494_000002_000002_3	OBELISK	32644	NA	NA	.	Obelisk_000494_000002_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=bovine gut metagenome | notes=.	SRR9035362
Obelisk_000494_000003_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000494_000003_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=sheep gut metagenome | notes=.	SRR7634052
Obelisk_000494_000003_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000494_000003_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=sheep gut metagenome | notes=.	SRR7634052
Obelisk_000494_000003_000001_3	OBELISK	32644	NA	NA	.	Obelisk_000494_000003_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=sheep gut metagenome | notes=.	SRR7634052
Obelisk_000495_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000495_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=freshwater sediment metagenome | notes=.	SRR7007217
Obelisk_000495_000001_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000495_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=freshwater sediment metagenome | notes=.	SRR7007217
Obelisk_000495_000001_000002_1	OBELISK	32644	NA	NA	.	Obelisk_000495_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=freshwater sediment metagenome | notes=.	SRR7007636
Obelisk_000495_000001_000002_2	OBELISK	32644	NA	NA	.	Obelisk_000495_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=freshwater sediment metagenome | notes=.	SRR7007636
Obelisk_000495_000001_000003_1	OBELISK	32644	NA	NA	.	Obelisk_000495_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=freshwater sediment metagenome | notes=.	SRR7110673
Obelisk_000495_000001_000003_2	OBELISK	32644	NA	NA	.	Obelisk_000495_000001_000003	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=freshwater sediment metagenome | notes=.	SRR7110673
Obelisk_000495_000001_000004_1	OBELISK	32644	NA	NA	.	Obelisk_000495_000001_000004	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=freshwater sediment metagenome | notes=.	SRR7976534
Obelisk_000495_000001_000004_2	OBELISK	32644	NA	NA	.	Obelisk_000495_000001_000004	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=freshwater sediment metagenome | notes=.	SRR7976534
Obelisk_000495_000001_000005_1	OBELISK	32644	NA	NA	.	Obelisk_000495_000001_000005	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=freshwater sediment metagenome | notes=.	SRR7976660
Obelisk_000495_000001_000005_2	OBELISK	32644	NA	NA	.	Obelisk_000495_000001_000005	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=freshwater sediment metagenome | notes=.	SRR7976660
Obelisk_000495_000001_000006_1	OBELISK	32644	NA	NA	.	Obelisk_000495_000001_000006	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=freshwater sediment metagenome | notes=.	SRR7976533
Obelisk_000495_000001_000006_2	OBELISK	32644	NA	NA	.	Obelisk_000495_000001_000006	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=freshwater sediment metagenome | notes=.	SRR7976533
Obelisk_000495_000002_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000495_000002_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=soil metagenome | notes=.	SRR5215305
Obelisk_000495_000002_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000495_000002_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=soil metagenome | notes=.	SRR5215305
Obelisk_000496_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000496_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Pygoscelis adeliae | notes=.	SRR10695050
Obelisk_000496_000001_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000496_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=Pygoscelis adeliae | notes=.	SRR10695050
Obelisk_000497_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000497_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=termite gut metagenome | notes=.	SRR11867987
Obelisk_000497_000001_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000497_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=termite gut metagenome | notes=.	SRR11867987
Obelisk_000498_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000498_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=marine sediment metagenome | notes=.	SRR6808586
Obelisk_000498_000001_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000498_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=marine sediment metagenome | notes=.	SRR6808586
Obelisk_000499_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000499_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=metagenome | notes=.	ERR1352904
Obelisk_000499_000001_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000499_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=metagenome | notes=.	ERR1352904
Obelisk_000499_000001_000001_3	OBELISK	32644	NA	NA	.	Obelisk_000499_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=metagenome | notes=.	ERR1352904
Obelisk_000499_000001_000002_1	OBELISK	32644	NA	NA	.	Obelisk_000499_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=metagenome | notes=.	ERR1356705
Obelisk_000499_000001_000002_2	OBELISK	32644	NA	NA	.	Obelisk_000499_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=metagenome | notes=.	ERR1356705
Obelisk_000499_000001_000002_3	OBELISK	32644	NA	NA	.	Obelisk_000499_000001_000002	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=metagenome | notes=.	ERR1356705
Obelisk_000499_000002_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000499_000002_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=peat metagenome | notes=.	SRR10854864
Obelisk_000499_000002_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000499_000002_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=peat metagenome | notes=.	SRR10854864
Obelisk_000500_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000500_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=biogas fermenter metagenome | notes=.	SRR5185736
Obelisk_000500_000001_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000500_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=biogas fermenter metagenome | notes=.	SRR5185736
Obelisk_000500_000002_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000500_000002_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=anaerobic digester metagenome | notes=.	SRR5947148
Obelisk_000500_000002_000001_2	OBELISK	32644	NA	NA	.	Obelisk_000500_000002_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=anaerobic digester metagenome | notes=.	SRR5947148
Obelisk_000501_000001_000001_1	OBELISK	32644	NA	NA	.	Obelisk_000501_000001_000001	Zheludev et al. 2024 doi:10.1016/j.cell.2024.09.033 | sample_type=soil metagenome | notes=.	SRR7550489
