protein_id	source	ncbi_taxid	genus	species	description
T_tenax_NG.00g121260		43075	Trichomonas	tenax	ABC transporter family protein 
T_tenax_NG.00g087840		43075	Trichomonas	tenax	ABC transporter family protein 
T_tenax_NG.00g097020		43075	Trichomonas	tenax	ABC transporter family protein 
T_tenax_NG.00g104210		43075	Trichomonas	tenax	ABC transporter family protein 
T_tenax_NG.00g047600		43075	Trichomonas	tenax	ABC transporter family protein 
T_tenax_NG.00g023230		43075	Trichomonas	tenax	ABC transporter family protein 
T_tenax_NG.00g097040		43075	Trichomonas	tenax	ABC transporter family protein 
T_tenax_NG.00g015340		43075	Trichomonas	tenax	ABC transporter family protein 
T_tenax_NG.00g185370		43075	Trichomonas	tenax	ABC transporter family protein 
T_tenax_NG.00g075380		43075	Trichomonas	tenax	ABC transporter family protein 
T_tenax_NG.00g120720		43075	Trichomonas	tenax	ABC transporter family protein 
T_tenax_NG.00g097050		43075	Trichomonas	tenax	ABC transporter family protein 
T_tenax_NG.00g037260		43075	Trichomonas	tenax	ABC transporter permease
T_tenax_NG.00g121830		43075	Trichomonas	tenax	Acetoacetate decarboxylase
T_tenax_NG.00g028850		43075	Trichomonas	tenax	acetyl-CoA acyltransferases family protein 
T_tenax_NG.00g066630		43075	Trichomonas	tenax	Acetyl-CoA hydrolase
T_tenax_NG.00g115990		43075	Trichomonas	tenax	Acetyl-CoA hydrolase
T_tenax_NG.00g148040		43075	Trichomonas	tenax	Acetyl-CoA hydrolase
T_tenax_00g086710		43075	Trichomonas	tenax	acetylpolyamine aminohydrolase
T_tenax_NG.00g079550		43075	Trichomonas	tenax	acetylpolyamine aminohydrolase 
T_tenax_NG.00g157290		43075	Trichomonas	tenax	acetylpolyamine aminohydrolase 
T_tenax_NG.00g016310		43075	Trichomonas	tenax	acetylpolyamine aminohydrolase 
T_tenax_NG.00g029030		43075	Trichomonas	tenax	acetylpolyamine aminohydrolase 
T_tenax_NG.00g046770		43075	Trichomonas	tenax	acetylpolyamine aminohydrolase 
T_tenax_NG.00g050740		43075	Trichomonas	tenax	acetylpolyamine aminohydrolase 
T_tenax_NG.00g053310		43075	Trichomonas	tenax	acetylpolyamine aminohydrolase 
T_tenax_NG.00g039150		43075	Trichomonas	tenax	acetylpolyamine aminohydrolase 
T_tenax_NG.00g137520		43075	Trichomonas	tenax	acetylpolyamine aminohydrolase 
T_tenax_NG.00g101680		43075	Trichomonas	tenax	acetyltransferase, GNAT family protein 
T_tenax_NG.00g094750		43075	Trichomonas	tenax	acetyltransferase, GNAT family protein 
T_tenax_NG.00g071470		43075	Trichomonas	tenax	acetyltransferase, GNAT family protein 
T_tenax_NG.00g074780		43075	Trichomonas	tenax	acetyltransferase, GNAT family protein 
T_tenax_NG.00g064710		43075	Trichomonas	tenax	acetyltransferase, GNAT family protein 
T_tenax_NG.00g073580		43075	Trichomonas	tenax	acetyltransferase, GNAT family protein 
T_tenax_NG.00g094500		43075	Trichomonas	tenax	acetyltransferase, GNAT family protein 
T_tenax_NG.00g109540		43075	Trichomonas	tenax	acetyltransferase, GNAT family protein 
T_tenax_NG.00g097110		43075	Trichomonas	tenax	acetyltransferase, GNAT family protein 
T_tenax_NG.00g067650		43075	Trichomonas	tenax	acetyltransferase, GNAT family protein 
T_tenax_NG.00g110530		43075	Trichomonas	tenax	acetyltransferase, GNAT family protein 
T_tenax_NG.00g022210		43075	Trichomonas	tenax	acetyltransferase, GNAT family protein 
T_tenax_NG.00g165840		43075	Trichomonas	tenax	acetyltransferase, GNAT family protein 
T_tenax_NG.00g124860		43075	Trichomonas	tenax	acetyltransferase, GNAT family protein 
T_tenax_NG.00g138580		43075	Trichomonas	tenax	acetyltransferase, GNAT family protein 
T_tenax_NG.00g112050		43075	Trichomonas	tenax	acetyltransferase, GNAT family protein 
T_tenax_NG.00g190220		43075	Trichomonas	tenax	acetyltransferase, GNAT family protein 
T_tenax_NG.00g021580		43075	Trichomonas	tenax	acetyltransferase, GNAT family protein 
T_tenax_NG.00g010540		43075	Trichomonas	tenax	acetyltransferase, GNAT family protein 
T_tenax_NG.00g049380		43075	Trichomonas	tenax	acetyltransferase, GNAT family protein 
T_tenax_NG.00g067010		43075	Trichomonas	tenax	acetyltransferase, GNAT family protein 
T_tenax_NG.00g185720		43075	Trichomonas	tenax	acetyltransferase, GNAT family protein 
T_tenax_NG.00g174400		43075	Trichomonas	tenax	acetyltransferase, GNAT family protein 
T_tenax_NG.00g032000		43075	Trichomonas	tenax	acetyltransferase, GNAT family protein 
T_tenax_NG.00g155320		43075	Trichomonas	tenax	acetyltransferase, GNAT family protein 
T_tenax_NG.00g095070		43075	Trichomonas	tenax	acetyltransferase, GNAT family protein 
T_tenax_NG.00g129710		43075	Trichomonas	tenax	acetyltransferase, GNAT family protein 
T_tenax_NG.00g133890		43075	Trichomonas	tenax	acetyltransferase, GNAT family protein 
T_tenax_NG.00g003840		43075	Trichomonas	tenax	acetyltransferase, GNAT family protein 
T_tenax_NG.00g154460		43075	Trichomonas	tenax	acetyltransferase, GNAT family protein 
T_tenax_00g059580		43075	Trichomonas	tenax	acetyltransferase, GNAT family protein Histone acetyltransferase
T_tenax_NG.00g022260		43075	Trichomonas	tenax	acetyltransferase, GNAT family-related protein 
T_tenax_NG.00g184570		43075	Trichomonas	tenax	Acid-sensing ion channel 1
T_tenax_NG.00g124380		43075	Trichomonas	tenax	Acidic 82 kDa protein 
T_tenax_NG.00g006520		43075	Trichomonas	tenax	Acidic leucine-rich nuclear phosphoprotein 32-related protein
T_tenax_NG.00g091900		43075	Trichomonas	tenax	AcidPPc domain-containing protein
T_tenax_NG.00g167330		43075	Trichomonas	tenax	acidPPc domain-containing protein
T_tenax_NG.00g137370		43075	Trichomonas	tenax	Actin
T_tenax_NG.00g145790		43075	Trichomonas	tenax	actin 
T_tenax_NG.00g061370		43075	Trichomonas	tenax	actin 
T_tenax_NG.00g011670		43075	Trichomonas	tenax	actin 
T_tenax_NG.00g080550		43075	Trichomonas	tenax	actin 
T_tenax_NG.00g107580		43075	Trichomonas	tenax	actin 
T_tenax_NG.00g112670		43075	Trichomonas	tenax	actin 
T_tenax_NG.00g130230		43075	Trichomonas	tenax	actin 
T_tenax_NG.00g170100		43075	Trichomonas	tenax	actin 
T_tenax_NG.00g179060		43075	Trichomonas	tenax	actin 
T_tenax_NG.00g036700		43075	Trichomonas	tenax	actin 
T_tenax_NG.00g027620		43075	Trichomonas	tenax	actin 
T_tenax_NG.00g069500		43075	Trichomonas	tenax	actin 
T_tenax_NG.00g040830		43075	Trichomonas	tenax	Actin 58 
T_tenax_00g167480		43075	Trichomonas	tenax	Actin family protein
T_tenax_00g022220		43075	Trichomonas	tenax	Actin family protein
T_tenax_NG.00g006420		43075	Trichomonas	tenax	Actin family protein 
T_tenax_NG.00g096480		43075	Trichomonas	tenax	Actin family protein 
T_tenax_NG.00g134490		43075	Trichomonas	tenax	Actin family protein 
T_tenax_NG.00g029780		43075	Trichomonas	tenax	Actin family protein 
T_tenax_NG.00g180520		43075	Trichomonas	tenax	Actin family protein 
T_tenax_NG.00g042520		43075	Trichomonas	tenax	Actin family protein 
T_tenax_NG.00g137160		43075	Trichomonas	tenax	Actin family protein 
T_tenax_NG.00g183420		43075	Trichomonas	tenax	Actin family protein 
T_tenax_NG.00g159710		43075	Trichomonas	tenax	Actin family protein 
T_tenax_NG.00g187850		43075	Trichomonas	tenax	Actin family protein 
T_tenax_NG.00g059250		43075	Trichomonas	tenax	Actin family protein 
T_tenax_NG.00g021240		43075	Trichomonas	tenax	Actin family protein 
T_tenax_NG.00g149040		43075	Trichomonas	tenax	Actin family protein 
T_tenax_NG.00g040650		43075	Trichomonas	tenax	Actin family protein 
T_tenax_NG.00g104080		43075	Trichomonas	tenax	Actin family protein 
T_tenax_NG.00g090700		43075	Trichomonas	tenax	Actin family protein 
T_tenax_NG.00g056760		43075	Trichomonas	tenax	Actin family protein 
T_tenax_NG.00g140310		43075	Trichomonas	tenax	actin related protein 
T_tenax_NG.00g126270		43075	Trichomonas	tenax	actin related protein 
T_tenax_NG.00g146030		43075	Trichomonas	tenax	actin related protein 
T_tenax_NG.00g123240		43075	Trichomonas	tenax	actin-binding protein 
T_tenax_NG.00g031010		43075	Trichomonas	tenax	actin-binding protein 
T_tenax_NG.00g181250		43075	Trichomonas	tenax	actin-binding protein 
T_tenax_NG.00g053490		43075	Trichomonas	tenax	Actin-like ATPase domain-containing protein
T_tenax_NG.00g133290		43075	Trichomonas	tenax	Actin-like ATPase domain-containing protein
T_tenax_NG.00g178510		43075	Trichomonas	tenax	Actin-like protein 3 
T_tenax_NG.00g005560		43075	Trichomonas	tenax	Actin-related protein 2/3 complex subunit
T_tenax_NG.00g021290		43075	Trichomonas	tenax	Actin-related protein 2/3 complex subunit 3
T_tenax_NG.00g084800		43075	Trichomonas	tenax	Actin-related protein 2/3 complex subunit 3
T_tenax_NG.00g112720		43075	Trichomonas	tenax	actinin 
T_tenax_NG.00g039110		43075	Trichomonas	tenax	actinin 
T_tenax_NG.00g126590		43075	Trichomonas	tenax	actinin 
T_tenax_NG.00g009820		43075	Trichomonas	tenax	actinin 
T_tenax_NG.00g112840		43075	Trichomonas	tenax	Activating signal cointegrator 1 complex subunit 2
T_tenax_NG.00g104410		43075	Trichomonas	tenax	Acylphosphatase
T_tenax_NG.00g143050		43075	Trichomonas	tenax	Acylphosphatase family protein 
T_tenax_NG.00g099620		43075	Trichomonas	tenax	Acylphosphatase-like domain-containing protein
T_tenax_NG.00g144100		43075	Trichomonas	tenax	Acyltransferase
T_tenax_NG.00g103960		43075	Trichomonas	tenax	Acyltransferase
T_tenax_NG.00g008520		43075	Trichomonas	tenax	Acyltransferase
T_tenax_NG.00g095740		43075	Trichomonas	tenax	Acyltransferase
T_tenax_NG.00g008620		43075	Trichomonas	tenax	Acyltransferase family protein 
T_tenax_NG.00g080800		43075	Trichomonas	tenax	Acyltransferase family protein 
T_tenax_NG.00g133430		43075	Trichomonas	tenax	Acyltransferase family protein 
T_tenax_NG.00g156700		43075	Trichomonas	tenax	Acyltransferase family protein 
T_tenax_NG.00g131650		43075	Trichomonas	tenax	Acyltransferase family protein 
T_tenax_NG.00g139230		43075	Trichomonas	tenax	Acyltransferase family protein 
T_tenax_NG.00g094840		43075	Trichomonas	tenax	Acyltransferase family protein 
T_tenax_NG.00g126380		43075	Trichomonas	tenax	Acyltransferase family protein 
T_tenax_NG.00g185800		43075	Trichomonas	tenax	Acyltransferase family protein 
T_tenax_NG.00g090360		43075	Trichomonas	tenax	Adaptin ear-binding coat-associated protein 2
T_tenax_NG.00g033600		43075	Trichomonas	tenax	Adaptin N terminal region family protein
T_tenax_00g164270		43075	Trichomonas	tenax	Adaptin N terminal region family protein
T_tenax_NG.00g057810		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g027110		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g137850		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g185850		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g002610		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g139610		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g162950		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g108590		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g022350		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g037700		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g107010		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g025800		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g077610		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g152330		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g074050		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g006470		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g087640		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g103760		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g156580		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g059980		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g059030		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g046060		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g019350		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g149460		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g078310		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g184710		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g003870		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g122440		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g036030		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g184620		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g173670		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g100480		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g065150		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g037040		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g129040		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g148500		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g170280		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g082260		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g042820		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g152340		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g040780		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g169770		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g099270		43075	Trichomonas	tenax	Adaptin N terminal region family protein 
T_tenax_NG.00g086090		43075	Trichomonas	tenax	Adaptin N terminal region family protein, partial 
T_tenax_00g158540		43075	Trichomonas	tenax	Adaptor complexes medium subunit family protein
T_tenax_NG.00g071010		43075	Trichomonas	tenax	Adaptor complexes medium subunit family protein 
T_tenax_NG.00g135580		43075	Trichomonas	tenax	Adaptor complexes medium subunit family protein 
T_tenax_NG.00g177610		43075	Trichomonas	tenax	Adaptor complexes medium subunit family protein 
T_tenax_NG.00g040070		43075	Trichomonas	tenax	Adaptor complexes medium subunit family protein 
T_tenax_NG.00g001270		43075	Trichomonas	tenax	Adaptor complexes medium subunit family protein 
T_tenax_NG.00g130640		43075	Trichomonas	tenax	Adaptor complexes medium subunit family protein 
T_tenax_NG.00g188350		43075	Trichomonas	tenax	Adaptor complexes medium subunit family protein 
T_tenax_NG.00g004970		43075	Trichomonas	tenax	Adaptor complexes medium subunit family protein 
T_tenax_NG.00g025060		43075	Trichomonas	tenax	Adaptor complexes medium subunit family protein 
T_tenax_NG.00g088030		43075	Trichomonas	tenax	adenlylate kinase 
T_tenax_NG.00g042040		43075	Trichomonas	tenax	adenosine deaminase family protein 
T_tenax_NG.00g061460		43075	Trichomonas	tenax	adenosine deaminase family protein 
T_tenax_NG.00g110450		43075	Trichomonas	tenax	Adenosine monophosphate-protein transferase
T_tenax_NG.00g003270		43075	Trichomonas	tenax	adenosinetriphosphatase 
T_tenax_NG.00g046730		43075	Trichomonas	tenax	adenosinetriphosphatase 
T_tenax_NG.00g145090		43075	Trichomonas	tenax	adenosylhomocysteinase 
T_tenax_NG.00g093690		43075	Trichomonas	tenax	Adenylate and Guanylate cyclase catalytic domain containing protein
T_tenax_NG.00g118840		43075	Trichomonas	tenax	Adenylate and Guanylate cyclase catalytic domain containing protein
T_tenax_NG.00g051600		43075	Trichomonas	tenax	Adenylate and Guanylate cyclase catalytic domain containing protein
T_tenax_NG.00g038790		43075	Trichomonas	tenax	Adenylate and Guanylate cyclase catalytic domain containing protein
T_tenax_NG.00g046420		43075	Trichomonas	tenax	Adenylate and Guanylate cyclase catalytic domain containing protein
T_tenax_NG.00g151370		43075	Trichomonas	tenax	Adenylate and Guanylate cyclase catalytic domain containing protein
T_tenax_NG.00g001080		43075	Trichomonas	tenax	Adenylate and Guanylate cyclase catalytic domain containing protein
T_tenax_NG.00g070090		43075	Trichomonas	tenax	Adenylate and Guanylate cyclase catalytic domain containing protein
T_tenax_NG.00g103580		43075	Trichomonas	tenax	Adenylate and Guanylate cyclase catalytic domain containing protein
T_tenax_NG.00g084720		43075	Trichomonas	tenax	Adenylate and Guanylate cyclase catalytic domain containing protein
T_tenax_NG.00g070970		43075	Trichomonas	tenax	Adenylate and Guanylate cyclase catalytic domain containing protein
T_tenax_NG.00g059140		43075	Trichomonas	tenax	Adenylate and Guanylate cyclase catalytic domain containing protein
T_tenax_00g070650		43075	Trichomonas	tenax	Adenylate and Guanylate cyclase catalytic domain containing protein
T_tenax_NG.00g035050		43075	Trichomonas	tenax	Adenylate and Guanylate cyclase catalytic domain containing protein
T_tenax_00g092680		43075	Trichomonas	tenax	Adenylate and Guanylate cyclase catalytic domain containing protein
T_tenax_00g042000		43075	Trichomonas	tenax	Adenylate and Guanylate cyclase catalytic domain containing protein
T_tenax_00g052730		43075	Trichomonas	tenax	Adenylate and Guanylate cyclase catalytic domain containing protein
T_tenax_00g018680		43075	Trichomonas	tenax	Adenylate and Guanylate cyclase catalytic domain containing protein
T_tenax_00g030570		43075	Trichomonas	tenax	Adenylate and Guanylate cyclase catalytic domain containing protein
T_tenax_00g117920		43075	Trichomonas	tenax	Adenylate and Guanylate cyclase catalytic domain containing protein
T_tenax_NG.00g150490		43075	Trichomonas	tenax	Adenylate and Guanylate cyclase catalytic domain containing protein 
T_tenax_NG.00g090970		43075	Trichomonas	tenax	Adenylate and Guanylate cyclase catalytic domain containing protein 
T_tenax_NG.00g068340		43075	Trichomonas	tenax	Adenylate and Guanylate cyclase catalytic domain containing protein 
T_tenax_NG.00g121060		43075	Trichomonas	tenax	Adenylate and Guanylate cyclase catalytic domain containing protein 
T_tenax_NG.00g061790		43075	Trichomonas	tenax	Adenylate and Guanylate cyclase catalytic domain containing protein 
T_tenax_NG.00g132760		43075	Trichomonas	tenax	Adenylate and Guanylate cyclase catalytic domain containing protein 
T_tenax_NG.00g082760		43075	Trichomonas	tenax	Adenylate and Guanylate cyclase catalytic domain containing protein 
T_tenax_NG.00g068610		43075	Trichomonas	tenax	Adenylate and Guanylate cyclase catalytic domain containing protein 
T_tenax_NG.00g172210		43075	Trichomonas	tenax	Adenylate and Guanylate cyclase catalytic domain containing protein 
T_tenax_NG.00g077990		43075	Trichomonas	tenax	Adenylate and Guanylate cyclase catalytic domain containing protein 
T_tenax_NG.00g110180		43075	Trichomonas	tenax	Adenylate and Guanylate cyclase catalytic domain containing protein 
T_tenax_NG.00g034660		43075	Trichomonas	tenax	Adenylate and Guanylate cyclase catalytic domain containing protein 
T_tenax_NG.00g142220		43075	Trichomonas	tenax	Adenylate and Guanylate cyclase catalytic domain containing protein 
T_tenax_NG.00g108620		43075	Trichomonas	tenax	Adenylate and Guanylate cyclase catalytic domain containing protein 
